cell_id,cycle,impedance_ohm,impedance_growth_pct
cell_003,463,0.05397,9.28
cell_003,464,0.05362,8.58
cell_003,465,0.05427,9.88
cell_003,466,0.05413,9.61
cell_003,467,0.054,9.35
cell_003,468,0.05404,9.41
cell_003,469,0.05384,9.02
cell_003,470,0.05406,9.46
cell_003,471,0.05368,8.7
cell_003,472,0.05422,9.78
cell_003,473,0.05401,9.37
cell_003,474,0.05383,9.0
cell_003,475,0.05438,10.12
cell_003,476,0.05375,8.83
cell_003,477,0.0545,10.35
cell_003,478,0.05393,9.19
cell_003,479,0.05393,9.2
cell_003,480,0.05416,9.67
cell_003,481,0.05437,10.09
cell_003,482,0.05416,9.66
cell_003,483,0.05475,10.86
cell_003,484,0.05387,9.09
cell_003,485,0.05398,9.3
cell_003,486,0.05397,9.27
cell_003,487,0.05428,9.91
cell_003,488,0.05388,9.09
cell_003,489,0.05451,10.37
cell_003,490,0.05432,9.99
cell_003,491,0.05472,10.79
cell_003,492,0.05399,9.31
cell_003,493,0.05472,10.79
cell_003,494,0.0544,10.15
cell_003,495,0.054,9.34
cell_003,496,0.05476,10.89
cell_003,497,0.05425,9.85
cell_003,498,0.05408,9.5
cell_003,499,0.05397,9.29
cell_003,500,0.0549,11.16
cell_003,501,0.05465,10.66
cell_003,502,0.05466,10.67
cell_003,503,0.05446,10.26
cell_003,504,0.05404,9.42
cell_003,505,0.05444,10.24
cell_003,506,0.05498,11.32
cell_003,507,0.05442,10.19
cell_003,508,0.05404,9.42
cell_003,509,0.05472,10.79
cell_003,510,0.05489,11.15
cell_003,511,0.05468,10.71
cell_003,512,0.05412,9.58
cell_003,513,0.05418,9.71
cell_003,514,0.05455,10.46
cell_003,515,0.05478,10.92
cell_003,516,0.05443,10.21
cell_003,517,0.05501,11.38
cell_003,518,0.05507,11.51
cell_003,519,0.05466,10.67
cell_003,520,0.05476,10.88
cell_003,521,0.0543,9.95
cell_003,522,0.05505,11.47
cell_003,523,0.05455,10.46
cell_003,524,0.05446,10.28
cell_003,525,0.05454,10.43
cell_003,526,0.05461,10.57
cell_003,527,0.05427,9.88
cell_003,528,0.05495,11.26
cell_003,529,0.05457,10.49
cell_003,530,0.05469,10.74
cell_003,531,0.05494,11.25
cell_003,532,0.0545,10.35
cell_003,533,0.05474,10.84
cell_003,534,0.05461,10.57
cell_003,535,0.05476,10.88
cell_003,536,0.05452,10.39
cell_003,537,0.05474,10.83
cell_003,538,0.05435,10.05
cell_003,539,0.05534,12.04
cell_003,540,0.05462,10.6
cell_003,541,0.05509,11.55
cell_003,542,0.0549,11.16
cell_003,543,0.05538,12.14
cell_003,544,0.05517,11.71
cell_003,545,0.0548,10.96
cell_003,546,0.05489,11.15
cell_003,547,0.05463,10.62
cell_003,548,0.05507,11.51
cell_003,549,0.05528,11.93
cell_003,550,0.05493,11.22
cell_003,551,0.05501,11.38
cell_003,552,0.05477,10.91
cell_003,553,0.05506,11.48
cell_003,554,0.05512,11.6
cell_003,555,0.0554,12.17
cell_003,556,0.05524,11.86
cell_003,557,0.05501,11.4
cell_003,558,0.05534,12.05
cell_003,559,0.05511,11.59
cell_003,560,0.05477,10.91
cell_003,561,0.05495,11.27
cell_003,562,0.05521,11.78
cell_003,563,0.05556,12.51
cell_003,564,0.05526,11.9
cell_003,565,0.05475,10.86
cell_003,566,0.05559,12.55
cell_003,567,0.05535,12.07
cell_003,568,0.05497,11.31
cell_003,569,0.05521,11.8
cell_003,570,0.05526,11.89
cell_003,571,0.05557,12.52
cell_003,572,0.05485,11.07
cell_003,573,0.05474,10.85
cell_003,574,0.05513,11.64
cell_003,575,0.05478,10.92
cell_003,576,0.05496,11.29
cell_003,577,0.05488,11.13
cell_003,578,0.05553,12.44
cell_003,579,0.05541,12.2
cell_003,580,0.05554,12.45
cell_003,581,0.05539,12.16
cell_003,582,0.05516,11.69
cell_003,583,0.0558,12.99
cell_003,584,0.05511,11.59
cell_003,585,0.05529,11.96
cell_003,586,0.0556,12.58
cell_003,587,0.05495,11.26
cell_003,588,0.05492,11.2
cell_003,589,0.05536,12.09
cell_003,590,0.05523,11.83
cell_003,591,0.05522,11.82
cell_003,592,0.05574,12.86
cell_003,593,0.05557,12.53
cell_003,594,0.05584,13.06
cell_003,595,0.0552,11.77
cell_003,596,0.05497,11.31
cell_003,597,0.05553,12.45
cell_003,598,0.05587,13.14
cell_003,599,0.05556,12.49
cell_003,600,0.05505,11.47
cell_003,601,0.05581,13.0
cell_003,602,0.05518,11.73
cell_003,603,0.05537,12.12
cell_003,604,0.05558,12.54
cell_003,605,0.0555,12.37
cell_003,606,0.05538,12.14
cell_003,607,0.05514,11.65
cell_003,608,0.05511,11.59
cell_003,609,0.0556,12.59
cell_003,610,0.05521,11.79
cell_003,611,0.05594,13.27
cell_003,612,0.05532,12.01
cell_003,613,0.05528,11.94
cell_003,614,0.05564,12.66
cell_003,615,0.05555,12.47
cell_003,616,0.05597,13.33
cell_003,617,0.05579,12.96
cell_003,618,0.0555,12.38
cell_003,619,0.05543,12.23
cell_003,620,0.05579,12.97
cell_003,621,0.05552,12.43
cell_003,622,0.05538,12.13
cell_003,623,0.0554,12.18
cell_003,624,0.05556,12.51
cell_003,625,0.05538,12.13
cell_003,626,0.05544,12.26
cell_003,627,0.05536,12.1
cell_003,628,0.05616,13.71
cell_003,629,0.05603,13.45
cell_003,630,0.05597,13.33
cell_003,631,0.05535,12.07
cell_003,632,0.05613,13.65
cell_003,633,0.05544,12.25
cell_003,634,0.05634,14.08
cell_003,635,0.05583,13.04
cell_003,636,0.05586,13.11
cell_003,637,0.05548,12.34
cell_003,638,0.05631,14.02
cell_003,639,0.05598,13.34
cell_003,640,0.05631,14.02
cell_003,641,0.05591,13.22
cell_003,642,0.05638,14.16
cell_003,643,0.05636,14.12
cell_003,644,0.05591,13.22
cell_003,645,0.0562,13.8
cell_003,646,0.05619,13.78
cell_003,647,0.05643,14.26
cell_003,648,0.05609,13.57
cell_003,649,0.05638,14.16
cell_003,650,0.05606,13.52
cell_003,651,0.05575,12.88
cell_003,652,0.05592,13.23
cell_003,653,0.05626,13.92
cell_003,654,0.05635,14.1
cell_003,655,0.05639,14.17
cell_003,656,0.05616,13.71
cell_003,657,0.05631,14.02
cell_003,658,0.05652,14.44
cell_003,659,0.05641,14.22
cell_003,660,0.05624,13.88
cell_003,661,0.05584,13.07
cell_003,662,0.05608,13.56
cell_003,663,0.05611,13.62
cell_003,664,0.05648,14.35
cell_003,665,0.05629,13.97
cell_003,666,0.05658,14.57
cell_003,667,0.05658,14.57
cell_003,668,0.05671,14.83
cell_003,669,0.05654,14.49
cell_003,670,0.05672,14.84
cell_003,671,0.05626,13.92
cell_003,672,0.05625,13.89
cell_003,673,0.05669,14.78
cell_003,674,0.05593,13.25
cell_003,675,0.05586,13.1
cell_003,676,0.05618,13.75
cell_003,677,0.05586,13.11
cell_003,678,0.05668,14.77
cell_003,679,0.0559,13.19
cell_003,680,0.05666,14.73
cell_003,681,0.05606,13.5
cell_003,682,0.05659,14.59
cell_003,683,0.0562,13.8
cell_003,684,0.05683,15.07
cell_003,685,0.0562,13.79
cell_003,686,0.05625,13.89
cell_003,687,0.05663,14.66
cell_003,688,0.05627,13.95
cell_003,689,0.05663,14.66
cell_003,690,0.05613,13.65
cell_003,691,0.05683,15.06
cell_003,692,0.05629,13.99
cell_003,693,0.05623,13.85
cell_003,694,0.05679,15.0
cell_003,695,0.05609,13.57
cell_003,696,0.05694,15.29
cell_003,697,0.05654,14.49
cell_003,698,0.05632,14.04
cell_003,699,0.05647,14.34
cell_003,700,0.05688,15.16
cell_003,701,0.05659,14.59
cell_003,702,0.0564,14.2
cell_003,703,0.05631,14.01
cell_003,704,0.0562,13.81
cell_003,705,0.05684,15.08
cell_003,706,0.05687,15.16
cell_003,707,0.05654,14.48
cell_003,708,0.05624,13.88
cell_003,709,0.05679,14.99
cell_003,710,0.05693,15.27
cell_003,711,0.05646,14.32
cell_003,712,0.05675,14.91
cell_003,713,0.05703,15.48
cell_003,714,0.05638,14.16
cell_003,715,0.05648,14.36
cell_003,716,0.05628,13.95
cell_003,717,0.05654,14.49
cell_003,718,0.05721,15.85
cell_003,719,0.05656,14.53
cell_003,720,0.05651,14.43
cell_003,721,0.05682,15.05
cell_003,722,0.05712,15.66
cell_003,723,0.05636,14.12
cell_003,724,0.05635,14.1
cell_003,725,0.05694,15.3
cell_003,726,0.05718,15.78
cell_003,727,0.05711,15.64
cell_003,728,0.05653,14.47
cell_003,729,0.05718,15.79
cell_003,730,0.0568,15.01
cell_003,731,0.05737,16.17
cell_003,732,0.05645,14.31
cell_003,733,0.05654,14.49
cell_003,734,0.05725,15.92
cell_003,735,0.05724,15.9
cell_003,736,0.05676,14.93
cell_003,737,0.05681,15.03
cell_003,738,0.05704,15.49
cell_003,739,0.05734,16.1
cell_003,740,0.05733,16.09
cell_003,741,0.05663,14.66
cell_003,742,0.05685,15.11
cell_003,743,0.05709,15.59
cell_003,744,0.05677,14.96
cell_003,745,0.05695,15.31
cell_003,746,0.05704,15.5
cell_003,747,0.05688,15.16
cell_003,748,0.05661,14.63
cell_003,749,0.05676,14.92
cell_003,750,0.05751,16.44
cell_003,751,0.05691,15.24
cell_003,752,0.05693,15.28
cell_003,753,0.05678,14.98
cell_003,754,0.05688,15.17
cell_003,755,0.05699,15.39
cell_003,756,0.05708,15.58
cell_003,757,0.05761,16.64
cell_003,758,0.05735,16.13
cell_003,759,0.05723,15.88
cell_003,760,0.05682,15.05
cell_003,761,0.05752,16.48
cell_003,762,0.05702,15.45
cell_003,763,0.05699,15.39
cell_003,764,0.05719,15.79
cell_003,765,0.05726,15.94
cell_003,766,0.05717,15.76
cell_003,767,0.05766,16.75
cell_003,768,0.05723,15.89
cell_003,769,0.05748,16.39
cell_003,770,0.0578,17.03
cell_003,771,0.05707,15.55
cell_003,772,0.05735,16.12
cell_003,773,0.05761,16.66
cell_003,774,0.05734,16.09
cell_003,775,0.0578,17.03
cell_003,776,0.05692,15.26
cell_003,777,0.05703,15.49
cell_003,778,0.05732,16.07
cell_003,779,0.05789,17.23
cell_003,780,0.05733,16.08
cell_003,781,0.05743,16.28
cell_003,782,0.05777,16.98
cell_003,783,0.05727,15.96
cell_003,784,0.05729,16.01
cell_003,785,0.05733,16.09
cell_003,786,0.05742,16.26
cell_003,787,0.05708,15.59
cell_003,788,0.05756,16.55
cell_003,789,0.05767,16.78
cell_003,790,0.05726,15.94
cell_003,791,0.0577,16.84
cell_003,792,0.0576,16.63
cell_003,793,0.05714,15.7
cell_003,794,0.05732,16.07
cell_003,795,0.0578,17.04
cell_003,796,0.05779,17.01
cell_003,797,0.05767,16.76
cell_003,798,0.05775,16.94
cell_003,799,0.05721,15.84
cell_003,800,0.05738,16.18
cell_004,1,0.04987,0.83
cell_004,2,0.04991,0.9
cell_004,3,0.04983,0.73
cell_004,4,0.04996,1.01
cell_004,5,0.04915,-0.63
cell_004,6,0.04913,-0.67
cell_004,7,0.04976,0.6
cell_004,8,0.04992,0.93
cell_004,9,0.04996,1.01
cell_004,10,0.04984,0.77
cell_004,11,0.04933,-0.28
cell_004,12,0.04974,0.56
cell_004,13,0.04949,0.05
cell_004,14,0.04924,-0.46
cell_004,15,0.04988,0.85
cell_004,16,0.04931,-0.3
cell_004,17,0.04948,0.03
cell_004,18,0.04942,-0.08
cell_004,19,0.04921,-0.52
cell_004,20,0.04984,0.77
cell_004,21,0.04954,0.16
cell_004,22,0.04945,-0.02
cell_004,23,0.0492,-0.53
cell_004,24,0.04964,0.36
cell_004,25,0.04935,-0.23
cell_004,26,0.04958,0.23
cell_004,27,0.04989,0.86
cell_004,28,0.04935,-0.22
cell_004,29,0.04924,-0.45
cell_004,30,0.05018,1.45
cell_004,31,0.04976,0.59
cell_004,32,0.04959,0.26
cell_004,33,0.05024,1.57
cell_004,34,0.04964,0.36
cell_004,35,0.05006,1.21
cell_004,36,0.04972,0.51
cell_004,37,0.05007,1.24
cell_004,38,0.04962,0.32
cell_004,39,0.0503,1.69
cell_004,40,0.05006,1.2
cell_004,41,0.0494,-0.13
cell_004,42,0.05018,1.45
cell_004,43,0.04951,0.1
cell_004,44,0.05019,1.47
cell_004,45,0.04985,0.79
cell_004,46,0.04941,-0.1
cell_004,47,0.04964,0.35
cell_004,48,0.0495,0.08
cell_004,49,0.05034,1.77
cell_004,50,0.04985,0.79
cell_004,51,0.05026,1.61
cell_004,52,0.04944,-0.04
cell_004,53,0.04959,0.26
cell_004,54,0.05028,1.66
cell_004,55,0.05006,1.21
cell_004,56,0.05034,1.78
cell_004,57,0.04979,0.66
cell_004,58,0.05011,1.31
cell_004,59,0.05004,1.17
cell_004,60,0.05017,1.43
cell_004,61,0.05018,1.44
cell_004,62,0.05,1.08
cell_004,63,0.05038,1.85
cell_004,64,0.05,1.08
cell_004,65,0.04989,0.86
cell_004,66,0.04958,0.24
cell_004,67,0.04994,0.96
cell_004,68,0.0499,0.88
cell_004,69,0.04999,1.06
cell_004,70,0.05058,2.25
cell_004,71,0.04972,0.52
cell_004,72,0.04978,0.65
cell_004,73,0.05,1.09
cell_004,74,0.05048,2.05
cell_004,75,0.04996,1.01
cell_004,76,0.0497,0.48
cell_004,77,0.05006,1.2
cell_004,78,0.04989,0.87
cell_004,79,0.05029,1.67
cell_004,80,0.04981,0.7
cell_004,81,0.04974,0.57
cell_004,82,0.0498,0.68
cell_004,83,0.05056,2.21
cell_004,84,0.05073,2.57
cell_004,85,0.05012,1.33
cell_004,86,0.04993,0.94
cell_004,87,0.05035,1.8
cell_004,88,0.05036,1.81
cell_004,89,0.05061,2.32
cell_004,90,0.05036,1.82
cell_004,91,0.05074,2.57
cell_004,92,0.05023,1.56
cell_004,93,0.05013,1.34
cell_004,94,0.04994,0.96
cell_004,95,0.05017,1.44
cell_004,96,0.05071,2.52
cell_004,97,0.05029,1.68
cell_004,98,0.05067,2.44
cell_004,99,0.05012,1.32
cell_004,100,0.05023,1.56
cell_004,101,0.05073,2.56
cell_004,102,0.05035,1.79
cell_004,103,0.0502,1.49
cell_004,104,0.05013,1.36
cell_004,105,0.0507,2.5
cell_004,106,0.05043,1.96
cell_004,107,0.05013,1.36
cell_004,108,0.05088,2.86
cell_004,109,0.0508,2.69
cell_004,110,0.05035,1.8
cell_004,111,0.05056,2.21
cell_004,112,0.05096,3.04
cell_004,113,0.05063,2.35
cell_004,114,0.0502,1.49
cell_004,115,0.05025,1.59
cell_004,116,0.05064,2.39
cell_004,117,0.05035,1.8
cell_004,118,0.05032,1.74
cell_004,119,0.05089,2.88
cell_004,120,0.05088,2.86
cell_004,121,0.05093,2.97
cell_004,122,0.05061,2.33
cell_004,123,0.051,3.12
cell_004,124,0.05081,2.73
cell_004,125,0.05027,1.64
cell_004,126,0.0506,2.29
cell_004,127,0.05039,1.88
cell_004,128,0.05025,1.59
cell_004,129,0.05112,3.35
cell_004,130,0.05058,2.26
cell_004,131,0.05033,1.75
cell_004,132,0.05035,1.79
cell_004,133,0.0509,2.9
cell_004,134,0.05046,2.01
cell_004,135,0.05055,2.21
cell_004,136,0.0505,2.1
cell_004,137,0.0508,2.7
cell_004,138,0.05086,2.83
cell_004,139,0.05113,3.38
cell_004,140,0.05068,2.47
cell_004,141,0.05048,2.05
cell_004,142,0.05096,3.02
cell_004,143,0.05132,3.75
cell_004,144,0.05116,3.44
cell_004,145,0.05051,2.12
cell_004,146,0.05095,3.01
cell_004,147,0.05095,3.01
cell_004,148,0.05113,3.37
cell_004,149,0.05049,2.08
cell_004,150,0.05044,1.97
cell_004,151,0.05057,2.24
cell_004,152,0.05092,2.96
cell_004,153,0.05078,2.66
cell_004,154,0.05125,3.61
cell_004,155,0.05097,3.05
cell_004,156,0.05075,2.6
cell_004,157,0.05108,3.27
cell_004,158,0.05085,2.81
cell_004,159,0.05145,4.03
cell_004,160,0.05068,2.45
cell_004,161,0.05066,2.43
cell_004,162,0.05057,2.25
cell_004,163,0.0508,2.7
cell_004,164,0.05102,3.16
cell_004,165,0.05112,3.36
cell_004,166,0.05099,3.09
cell_004,167,0.05071,2.52
cell_004,168,0.05074,2.58
cell_004,169,0.05119,3.49
cell_004,170,0.05065,2.4
cell_004,171,0.05115,3.41
cell_004,172,0.05154,4.19
cell_004,173,0.05075,2.6
cell_004,174,0.05102,3.14
cell_004,175,0.05138,3.87
cell_004,176,0.05148,4.08
cell_004,177,0.05083,2.77
cell_004,178,0.05141,3.93
cell_004,179,0.05156,4.25
cell_004,180,0.0511,3.3
cell_004,181,0.05158,4.28
cell_004,182,0.05106,3.24
cell_004,183,0.0515,4.12
cell_004,184,0.05086,2.82
cell_004,185,0.05092,2.95
cell_004,186,0.05103,3.16
cell_004,187,0.05164,4.41
cell_004,188,0.05149,4.1
cell_004,189,0.05096,3.02
cell_004,190,0.05085,2.8
cell_004,191,0.05161,4.33
cell_004,192,0.05155,4.21
cell_004,193,0.05148,4.07
cell_004,194,0.05098,3.08
cell_004,195,0.0518,4.72
cell_004,196,0.05164,4.39
cell_004,197,0.05163,4.39
cell_004,198,0.0513,3.72
cell_004,199,0.05099,3.08
cell_004,200,0.05169,4.49
cell_004,201,0.05105,3.21
cell_004,202,0.05155,4.22
cell_004,203,0.05171,4.55
cell_004,204,0.05182,4.77
cell_004,205,0.05192,4.97
cell_004,206,0.05185,4.82
cell_004,207,0.05144,4.0
cell_004,208,0.05185,4.82
cell_004,209,0.0515,4.13
cell_004,210,0.0519,4.93
cell_004,211,0.05137,3.87
cell_004,212,0.05176,4.64
cell_004,213,0.05149,4.1
cell_004,214,0.05128,3.68
cell_004,215,0.05113,3.36
cell_004,216,0.05199,5.11
cell_004,217,0.05199,5.12
cell_004,218,0.05111,3.33
cell_004,219,0.0519,4.94
cell_004,220,0.05113,3.37
cell_004,221,0.05192,4.96
cell_004,222,0.05175,4.62
cell_004,223,0.05151,4.15
cell_004,224,0.05145,4.02
cell_004,225,0.05189,4.92
cell_004,226,0.05188,4.89
cell_004,227,0.05119,3.5
cell_004,228,0.05215,5.43
cell_004,229,0.05178,4.69
cell_004,230,0.05124,3.58
cell_004,231,0.05163,4.39
cell_004,232,0.05143,3.97
cell_004,233,0.05148,4.08
cell_004,234,0.05223,5.59
cell_004,235,0.05197,5.06
cell_004,236,0.05174,4.6
cell_004,237,0.05176,4.65
cell_004,238,0.05139,3.9
cell_004,239,0.05183,4.79
cell_004,240,0.05147,4.06
cell_004,241,0.0516,4.32
cell_004,242,0.05191,4.95
cell_004,243,0.05176,4.64
cell_004,244,0.05158,4.28
cell_004,245,0.05202,5.17
cell_004,246,0.05138,3.87
cell_004,247,0.05147,4.07
cell_004,248,0.05215,5.43
cell_004,249,0.05162,4.37
cell_004,250,0.05192,4.98
cell_004,251,0.05168,4.49
cell_004,252,0.052,5.12
cell_004,253,0.0515,4.12
cell_004,254,0.05155,4.22
cell_004,255,0.05189,4.9
cell_004,256,0.05233,5.8
cell_004,257,0.0515,4.13
cell_004,258,0.05163,4.39
cell_004,259,0.05194,5.01
cell_004,260,0.05216,5.45
cell_004,261,0.05238,5.89
cell_004,262,0.0518,4.73
cell_004,263,0.05242,5.98
cell_004,264,0.05206,5.24
cell_004,265,0.05171,4.55
cell_004,266,0.05189,4.91
cell_004,267,0.05198,5.09
cell_004,268,0.05237,5.87
cell_004,269,0.05231,5.77
cell_004,270,0.05218,5.49
cell_004,271,0.05245,6.03
cell_004,272,0.05263,6.39
cell_004,273,0.05255,6.24
cell_004,274,0.05244,6.03
cell_004,275,0.05174,4.59
cell_004,276,0.0524,5.94
cell_004,277,0.05206,5.25
cell_004,278,0.05239,5.92
cell_004,279,0.05262,6.38
cell_004,280,0.05205,5.23
cell_004,281,0.05246,6.05
cell_004,282,0.05217,5.48
cell_004,283,0.05209,5.31
cell_004,284,0.05261,6.36
cell_004,285,0.05246,6.07
cell_004,286,0.05256,6.26
cell_004,287,0.0518,4.73
cell_004,288,0.05272,6.59
cell_004,289,0.05213,5.4
cell_004,290,0.05207,5.27
cell_004,291,0.05253,6.2
cell_004,292,0.05193,4.99
cell_004,293,0.05194,5.02
cell_004,294,0.05214,5.41
cell_004,295,0.05255,6.24
cell_004,296,0.05219,5.51
cell_004,297,0.05256,6.26
cell_004,298,0.05214,5.42
cell_004,299,0.05241,5.97
cell_004,300,0.05219,5.51
cell_004,301,0.05256,6.26
cell_004,302,0.05257,6.28
cell_004,303,0.05228,5.7
cell_004,304,0.0527,6.55
cell_004,305,0.05231,5.76
cell_004,306,0.05244,6.03
cell_004,307,0.05259,6.32
cell_004,308,0.05255,6.23
cell_004,309,0.0521,5.34
cell_004,310,0.05272,6.58
cell_004,311,0.0523,5.73
cell_004,312,0.05292,7.0
cell_004,313,0.05246,6.05
cell_004,314,0.05295,7.06
cell_004,315,0.05304,7.23
cell_004,316,0.05265,6.45
cell_004,317,0.05215,5.44
cell_004,318,0.05286,6.88
cell_004,319,0.05247,6.07
cell_004,320,0.05275,6.65
cell_004,321,0.05312,7.39
cell_004,322,0.05276,6.66
cell_004,323,0.05258,6.3
cell_004,324,0.05313,7.42
cell_004,325,0.05256,6.26
cell_004,326,0.05291,6.97
cell_004,327,0.05271,6.57
cell_004,328,0.05222,5.58
cell_004,329,0.05247,6.08
cell_004,330,0.05323,7.61
cell_004,331,0.05315,7.45
cell_004,332,0.05272,6.58
cell_004,333,0.05315,7.46
cell_004,334,0.05247,6.08
cell_004,335,0.0528,6.74
cell_004,336,0.05311,7.38
cell_004,337,0.05261,6.36
cell_004,338,0.05319,7.54
cell_004,339,0.05321,7.57
cell_004,340,0.05321,7.58
cell_004,341,0.0529,6.95
cell_004,342,0.05267,6.49
cell_004,343,0.05285,6.85
cell_004,344,0.05274,6.63
cell_004,345,0.05323,7.62
cell_004,346,0.05312,7.4
cell_004,347,0.05326,7.67
cell_004,348,0.05321,7.58
cell_004,349,0.05254,6.23
cell_004,350,0.05299,7.13
cell_004,351,0.05325,7.66
cell_004,352,0.05285,6.85
cell_004,353,0.05272,6.58
cell_004,354,0.05324,7.63
cell_004,355,0.05305,7.25
cell_004,356,0.05319,7.54
cell_004,357,0.05334,7.83
cell_004,358,0.05313,7.41
cell_004,359,0.05285,6.85
cell_004,360,0.05268,6.5
cell_004,361,0.05338,7.92
cell_004,362,0.0526,6.34
cell_004,363,0.05349,8.14
cell_004,364,0.05358,8.32
cell_004,365,0.05293,7.01
cell_004,366,0.05304,7.23
cell_004,367,0.05311,7.37
cell_004,368,0.05265,6.45
cell_004,369,0.05323,7.61
cell_004,370,0.053,7.15
cell_004,371,0.05322,7.59
cell_004,372,0.05279,6.73
cell_004,373,0.05367,8.5
cell_004,374,0.053,7.15
cell_004,375,0.05314,7.44
cell_004,376,0.05332,7.81
cell_004,377,0.05313,7.42
cell_004,378,0.05316,7.47
cell_004,379,0.0529,6.94
cell_004,380,0.05331,7.78
cell_004,381,0.05365,8.47
cell_004,382,0.05292,6.98
cell_004,383,0.0531,7.36
cell_004,384,0.05325,7.66
cell_004,385,0.05313,7.41
cell_004,386,0.05342,8.0
cell_004,387,0.05348,8.12
cell_004,388,0.05304,7.24
cell_004,389,0.05303,7.21
cell_004,390,0.05311,7.38
cell_004,391,0.05368,8.52
cell_004,392,0.05366,8.49
cell_004,393,0.05332,7.8
cell_004,394,0.05383,8.82
cell_004,395,0.05345,8.06
cell_004,396,0.05329,7.73
cell_004,397,0.05375,8.67
cell_004,398,0.05306,7.26
cell_004,399,0.05304,7.24
cell_004,400,0.05335,7.86
cell_004,401,0.05396,9.09
cell_004,402,0.0539,8.97
cell_004,403,0.05348,8.11
cell_004,404,0.05312,7.4
cell_004,405,0.05368,8.53
cell_004,406,0.0531,7.36
cell_004,407,0.05332,7.81
cell_004,408,0.05336,7.89
cell_004,409,0.05368,8.52
cell_004,410,0.05309,7.33
cell_004,411,0.05328,7.72
cell_004,412,0.05373,8.62
cell_004,413,0.054,9.18
cell_004,414,0.0533,7.76
cell_004,415,0.0538,8.78
cell_004,416,0.05373,8.62
cell_004,417,0.0533,7.75
cell_004,418,0.0539,8.96
cell_004,419,0.05377,8.7
cell_004,420,0.05332,7.8
cell_004,421,0.05409,9.35
cell_004,422,0.05405,9.27
cell_004,423,0.05384,8.86
cell_004,424,0.05337,7.91
cell_004,425,0.05335,7.87
cell_004,426,0.05403,9.24
cell_004,427,0.05341,7.98
cell_004,428,0.0537,8.57
cell_004,429,0.05401,9.2
cell_004,430,0.05373,8.63
cell_004,431,0.05427,9.72
cell_004,432,0.05389,8.96
cell_004,433,0.05353,8.23
cell_004,434,0.05401,9.2
cell_004,435,0.05396,9.09
cell_004,436,0.05367,8.51
cell_004,437,0.05394,9.05
cell_004,438,0.05374,8.65
cell_004,439,0.05362,8.41
cell_004,440,0.05361,8.39
cell_004,441,0.05382,8.8
cell_004,442,0.05342,8.01
cell_004,443,0.05367,8.5
cell_004,444,0.05401,9.18
cell_004,445,0.05435,9.87
cell_004,446,0.05382,8.81
cell_004,447,0.05401,9.19
cell_004,448,0.05394,9.06
cell_004,449,0.05355,8.27
cell_004,450,0.05385,8.86
cell_004,451,0.05373,8.62
cell_004,452,0.05391,8.98
cell_004,453,0.0536,8.36
cell_004,454,0.05443,10.05
cell_004,455,0.05434,9.86
cell_004,456,0.0541,9.37
cell_004,457,0.05406,9.3
cell_004,458,0.05449,10.16
cell_004,459,0.05372,8.61
cell_004,460,0.05456,10.32
cell_004,461,0.05381,8.79
cell_004,462,0.05383,8.83
cell_004,463,0.05372,8.61
cell_004,464,0.05377,8.71
cell_004,465,0.05459,10.37
cell_004,466,0.05384,8.85
cell_004,467,0.05435,9.88
cell_004,468,0.05393,9.04
cell_004,469,0.0545,10.18
cell_004,470,0.05462,10.42
cell_004,471,0.05441,10.0
cell_004,472,0.05404,9.25
cell_004,473,0.05458,10.35
cell_004,474,0.05399,9.15
cell_004,475,0.05377,8.7
cell_004,476,0.05454,10.27
cell_004,477,0.05442,10.03
cell_004,478,0.05469,10.57
cell_004,479,0.05421,9.59
cell_004,480,0.05462,10.43
cell_004,481,0.0548,10.8
cell_004,482,0.05437,9.93
cell_004,483,0.05453,10.25
cell_004,484,0.0548,10.79
cell_004,485,0.05465,10.5
cell_004,486,0.05475,10.69
cell_004,487,0.05392,9.02
cell_004,488,0.05479,10.78
cell_004,489,0.05394,9.05
cell_004,490,0.05407,9.32
cell_004,491,0.05486,10.92
cell_004,492,0.05451,10.2
cell_004,493,0.05451,10.21
cell_004,494,0.05468,10.55
cell_004,495,0.05469,10.56
cell_004,496,0.05427,9.73
cell_004,497,0.0541,9.38
cell_004,498,0.05443,10.04
cell_004,499,0.05419,9.56
cell_004,500,0.05442,10.03
cell_004,501,0.05417,9.51
cell_004,502,0.05446,10.11
cell_004,503,0.05498,11.15
cell_004,504,0.0544,9.98
cell_004,505,0.05422,9.62
cell_004,506,0.05468,10.54
cell_004,507,0.05425,9.67
cell_004,508,0.05412,9.42
cell_004,509,0.05494,11.07
cell_004,510,0.05423,9.63
cell_004,511,0.05467,10.53
cell_004,512,0.05478,10.75
cell_004,513,0.055,11.2
cell_004,514,0.05505,11.29
cell_004,515,0.05442,10.02
cell_004,516,0.05471,10.61
cell_004,517,0.05496,11.11
cell_004,518,0.05456,10.31
cell_004,519,0.05519,11.58
cell_004,520,0.05519,11.58
cell_004,521,0.0544,9.98
cell_004,522,0.05458,10.34
cell_004,523,0.05458,10.35
cell_004,524,0.05491,11.01
cell_004,525,0.0545,10.19
cell_004,526,0.05518,11.57
cell_004,527,0.05474,10.67
cell_004,528,0.05527,11.74
cell_004,529,0.05502,11.23
cell_004,530,0.05472,10.63
cell_004,531,0.05512,11.44
cell_004,532,0.05524,11.69
cell_004,533,0.05458,10.36
cell_004,534,0.05524,11.69
cell_004,535,0.05462,10.44
