cell_id,cycle,capacity_ah,capacity_pct,temperature_c,charge_rate_c,discharge_rate_c
cell_003,360,1.8982,94.45,23.6,1.0,3.0
cell_003,361,1.885,93.8,23.6,1.0,3.0
cell_003,362,1.8305,91.08,23.6,1.0,3.0
cell_003,363,1.8433,91.72,23.6,1.0,3.0
cell_003,364,1.8288,91.0,23.6,1.0,3.0
cell_003,365,1.8708,93.09,23.6,1.0,3.0
cell_003,366,1.9052,94.8,23.6,1.0,3.0
cell_003,367,1.8947,94.28,23.6,1.0,3.0
cell_003,368,1.852,92.15,23.6,1.0,3.0
cell_003,369,1.8268,90.9,23.6,1.0,3.0
cell_003,370,1.8986,94.47,23.6,1.0,3.0
cell_003,371,1.8486,91.98,23.6,1.0,3.0
cell_003,372,1.8991,94.5,23.6,1.0,3.0
cell_003,373,1.8778,93.44,23.6,1.0,3.0
cell_003,374,1.8278,90.95,23.6,1.0,3.0
cell_003,375,1.902,94.64,23.6,1.0,3.0
cell_003,376,1.8708,93.09,23.6,1.0,3.0
cell_003,377,1.8735,93.22,23.6,1.0,3.0
cell_003,378,1.8979,94.44,23.6,1.0,3.0
cell_003,379,1.886,93.85,23.6,1.0,3.0
cell_003,380,1.8363,91.38,23.6,1.0,3.0
cell_003,381,1.8695,93.02,23.6,1.0,3.0
cell_003,382,1.8405,91.58,23.6,1.0,3.0
cell_003,383,1.8461,91.86,23.6,1.0,3.0
cell_003,384,1.8722,93.16,23.6,1.0,3.0
cell_003,385,1.8388,91.5,23.6,1.0,3.0
cell_003,386,1.8325,91.18,23.6,1.0,3.0
cell_003,387,1.8222,90.67,23.6,1.0,3.0
cell_003,388,1.8527,92.19,23.6,1.0,3.0
cell_003,389,1.8425,91.68,23.6,1.0,3.0
cell_003,390,1.895,94.29,23.6,1.0,3.0
cell_003,391,1.8872,93.91,23.6,1.0,3.0
cell_003,392,1.8492,92.02,23.6,1.0,3.0
cell_003,393,1.8525,92.18,23.6,1.0,3.0
cell_003,394,1.8352,91.32,23.6,1.0,3.0
cell_003,395,1.8566,92.38,23.6,1.0,3.0
cell_003,396,1.8847,93.78,23.6,1.0,3.0
cell_003,397,1.8189,90.51,23.6,1.0,3.0
cell_003,398,1.8674,92.92,23.6,1.0,3.0
cell_003,399,1.8476,91.94,23.6,1.0,3.0
cell_003,400,1.8812,93.61,23.6,1.0,3.0
cell_003,401,1.8845,93.77,23.6,1.0,3.0
cell_003,402,1.8767,93.38,23.6,1.0,3.0
cell_003,403,1.8355,91.33,23.6,1.0,3.0
cell_003,404,1.8406,91.59,23.6,1.0,3.0
cell_003,405,1.8702,93.06,23.6,1.0,3.0
cell_003,406,1.8558,92.34,23.6,1.0,3.0
cell_003,407,1.8236,90.74,23.6,1.0,3.0
cell_003,408,1.8304,91.08,23.6,1.0,3.0
cell_003,409,1.8508,92.1,23.6,1.0,3.0
cell_003,410,1.8093,90.03,23.6,1.0,3.0
cell_003,411,1.8353,91.32,23.6,1.0,3.0
cell_003,412,1.8844,93.77,23.6,1.0,3.0
cell_003,413,1.8271,90.92,23.6,1.0,3.0
cell_003,414,1.8828,93.69,23.6,1.0,3.0
cell_003,415,1.8643,92.77,23.6,1.0,3.0
cell_003,416,1.8414,91.62,23.6,1.0,3.0
cell_003,417,1.8069,89.91,23.6,1.0,3.0
cell_003,418,1.823,90.71,23.6,1.0,3.0
cell_003,419,1.8437,91.74,23.6,1.0,3.0
cell_003,420,1.8561,92.36,23.6,1.0,3.0
cell_003,421,1.8314,91.13,23.6,1.0,3.0
cell_003,422,1.8484,91.97,23.6,1.0,3.0
cell_003,423,1.8469,91.9,23.6,1.0,3.0
cell_003,424,1.8146,90.29,23.6,1.0,3.0
cell_003,425,1.8129,90.21,23.6,1.0,3.0
cell_003,426,1.836,91.36,23.6,1.0,3.0
cell_003,427,1.8105,90.09,23.6,1.0,3.0
cell_003,428,1.8106,90.1,23.6,1.0,3.0
cell_003,429,1.8558,92.34,23.6,1.0,3.0
cell_003,430,1.8481,91.96,23.6,1.0,3.0
cell_003,431,1.8015,89.64,23.6,1.0,3.0
cell_003,432,1.8282,90.97,23.6,1.0,3.0
cell_003,433,1.8273,90.92,23.6,1.0,3.0
cell_003,434,1.8232,90.72,23.6,1.0,3.0
cell_003,435,1.8182,90.47,23.6,1.0,3.0
cell_003,436,1.8275,90.94,23.6,1.0,3.0
cell_003,437,1.8259,90.86,23.6,1.0,3.0
cell_003,438,1.8443,91.77,23.6,1.0,3.0
cell_003,439,1.8213,90.63,23.6,1.0,3.0
cell_003,440,1.8602,92.56,23.6,1.0,3.0
cell_003,441,1.8501,92.06,23.6,1.0,3.0
cell_003,442,1.7993,89.53,23.6,1.0,3.0
cell_003,443,1.8623,92.67,23.6,1.0,3.0
cell_003,444,1.8438,91.75,23.6,1.0,3.0
cell_003,445,1.8162,90.37,23.6,1.0,3.0
cell_003,446,1.7976,89.45,23.6,1.0,3.0
cell_003,447,1.8408,91.6,23.6,1.0,3.0
cell_003,448,1.7956,89.35,23.6,1.0,3.0
cell_003,449,1.8436,91.74,23.6,1.0,3.0
cell_003,450,1.8475,91.93,23.6,1.0,3.0
cell_003,451,1.8483,91.97,23.6,1.0,3.0
cell_003,452,1.8674,92.92,23.6,1.0,3.0
cell_003,453,1.8128,90.2,23.6,1.0,3.0
cell_003,454,1.8443,91.77,23.6,1.0,3.0
cell_003,455,1.8607,92.59,23.6,1.0,3.0
cell_003,456,1.8109,90.11,23.6,1.0,3.0
cell_003,457,1.8359,91.35,23.6,1.0,3.0
cell_003,458,1.8207,90.6,23.6,1.0,3.0
cell_003,459,1.7996,89.55,23.6,1.0,3.0
cell_003,460,1.7918,89.16,23.6,1.0,3.0
cell_003,461,1.8291,91.02,23.6,1.0,3.0
cell_003,462,1.7897,89.06,23.6,1.0,3.0
cell_003,463,1.8427,91.69,23.6,1.0,3.0
cell_003,464,1.8098,90.05,23.6,1.0,3.0
cell_003,465,1.7855,88.85,23.6,1.0,3.0
cell_003,466,1.8511,92.11,23.6,1.0,3.0
cell_003,467,1.8153,90.33,23.6,1.0,3.0
cell_003,468,1.8349,91.3,23.6,1.0,3.0
cell_003,469,1.8511,92.11,23.6,1.0,3.0
cell_003,470,1.8297,91.04,23.6,1.0,3.0
cell_003,471,1.8557,92.34,23.6,1.0,3.0
cell_003,472,1.7913,89.13,23.6,1.0,3.0
cell_003,473,1.8481,91.96,23.6,1.0,3.0
cell_003,474,1.8331,91.21,23.6,1.0,3.0
cell_003,475,1.8116,90.14,23.6,1.0,3.0
cell_003,476,1.8504,92.08,23.6,1.0,3.0
cell_003,477,1.8503,92.07,23.6,1.0,3.0
cell_003,478,1.8573,92.42,23.6,1.0,3.0
cell_003,479,1.8526,92.19,23.6,1.0,3.0
cell_003,480,1.8478,91.94,23.6,1.0,3.0
cell_003,481,1.783,88.72,23.6,1.0,3.0
cell_003,482,1.8419,91.65,23.6,1.0,3.0
cell_003,483,1.8046,89.79,23.6,1.0,3.0
cell_003,484,1.7956,89.35,23.6,1.0,3.0
cell_003,485,1.8012,89.63,23.6,1.0,3.0
cell_003,486,1.7967,89.4,23.6,1.0,3.0
cell_003,487,1.8417,91.64,23.6,1.0,3.0
cell_003,488,1.7958,89.36,23.6,1.0,3.0
cell_003,489,1.8447,91.79,23.6,1.0,3.0
cell_003,490,1.8157,90.35,23.6,1.0,3.0
cell_003,491,1.7969,89.41,23.6,1.0,3.0
cell_003,492,1.8282,90.97,23.6,1.0,3.0
cell_003,493,1.8313,91.12,23.6,1.0,3.0
cell_003,494,1.7971,89.42,23.6,1.0,3.0
cell_003,495,1.7839,88.77,23.6,1.0,3.0
cell_003,496,1.799,89.52,23.6,1.0,3.0
cell_003,497,1.8332,91.22,23.6,1.0,3.0
cell_003,498,1.8192,90.52,23.6,1.0,3.0
cell_003,499,1.8277,90.95,23.6,1.0,3.0
cell_003,500,1.8461,91.86,23.6,1.0,3.0
cell_003,501,1.7848,88.81,23.6,1.0,3.0
cell_003,502,1.814,90.27,23.6,1.0,3.0
cell_003,503,1.8356,91.34,23.6,1.0,3.0
cell_003,504,1.8394,91.53,23.6,1.0,3.0
cell_003,505,1.8103,90.08,23.6,1.0,3.0
cell_003,506,1.8055,89.84,23.6,1.0,3.0
cell_003,507,1.8157,90.35,23.6,1.0,3.0
cell_003,508,1.8052,89.82,23.6,1.0,3.0
cell_003,509,1.8263,90.88,23.6,1.0,3.0
cell_003,510,1.8408,91.6,23.6,1.0,3.0
cell_003,511,1.7749,88.32,23.6,1.0,3.0
cell_003,512,1.7877,88.95,23.6,1.0,3.0
cell_003,513,1.8154,90.33,23.6,1.0,3.0
cell_003,514,1.8161,90.37,23.6,1.0,3.0
cell_003,515,1.7965,89.4,23.6,1.0,3.0
cell_003,516,1.7965,89.39,23.6,1.0,3.0
cell_003,517,1.836,91.36,23.6,1.0,3.0
cell_003,518,1.7712,88.14,23.6,1.0,3.0
cell_003,519,1.8119,90.16,23.6,1.0,3.0
cell_003,520,1.8163,90.38,23.6,1.0,3.0
cell_003,521,1.7735,88.25,23.6,1.0,3.0
cell_003,522,1.7642,87.79,23.6,1.0,3.0
cell_003,523,1.8297,91.04,23.6,1.0,3.0
cell_003,524,1.7842,88.78,23.6,1.0,3.0
cell_003,525,1.8137,90.25,23.6,1.0,3.0
cell_003,526,1.8347,91.3,23.6,1.0,3.0
cell_003,527,1.7729,88.22,23.6,1.0,3.0
cell_003,528,1.797,89.42,23.6,1.0,3.0
cell_003,529,1.8083,89.98,23.6,1.0,3.0
cell_003,530,1.8235,90.73,23.6,1.0,3.0
cell_003,531,1.7874,88.94,23.6,1.0,3.0
cell_003,532,1.8263,90.87,23.6,1.0,3.0
cell_003,533,1.7812,88.63,23.6,1.0,3.0
cell_003,534,1.8284,90.98,23.6,1.0,3.0
cell_003,535,1.7621,87.68,23.6,1.0,3.0
cell_003,536,1.7902,89.08,23.6,1.0,3.0
cell_003,537,1.7923,89.19,23.6,1.0,3.0
cell_003,538,1.769,88.02,23.6,1.0,3.0
cell_003,539,1.8202,90.57,23.6,1.0,3.0
cell_003,540,1.7593,87.54,23.6,1.0,3.0
cell_003,541,1.7612,87.64,23.6,1.0,3.0
cell_003,542,1.7857,88.85,23.6,1.0,3.0
cell_003,543,1.8276,90.94,23.6,1.0,3.0
cell_003,544,1.7549,87.32,23.6,1.0,3.0
cell_003,545,1.7813,88.64,23.6,1.0,3.0
cell_003,546,1.769,88.03,23.6,1.0,3.0
cell_003,547,1.8231,90.72,23.6,1.0,3.0
cell_003,548,1.8215,90.64,23.6,1.0,3.0
cell_003,549,1.8142,90.27,23.6,1.0,3.0
cell_003,550,1.8263,90.87,23.6,1.0,3.0
cell_003,551,1.7534,87.25,23.6,1.0,3.0
cell_003,552,1.7737,88.26,23.6,1.0,3.0
cell_003,553,1.8163,90.38,23.6,1.0,3.0
cell_003,554,1.7623,87.69,23.6,1.0,3.0
cell_003,555,1.7634,87.75,23.6,1.0,3.0
cell_003,556,1.7926,89.2,23.6,1.0,3.0
cell_003,557,1.8041,89.77,23.6,1.0,3.0
cell_003,558,1.806,89.87,23.6,1.0,3.0
cell_003,559,1.7633,87.74,23.6,1.0,3.0
cell_003,560,1.7454,86.85,23.6,1.0,3.0
cell_003,561,1.8105,90.09,23.6,1.0,3.0
cell_003,562,1.7912,89.13,23.6,1.0,3.0
cell_003,563,1.767,87.93,23.6,1.0,3.0
cell_003,564,1.7611,87.63,23.6,1.0,3.0
cell_003,565,1.8047,89.8,23.6,1.0,3.0
cell_003,566,1.7618,87.67,23.6,1.0,3.0
cell_003,567,1.7694,88.04,23.6,1.0,3.0
cell_003,568,1.7802,88.58,23.6,1.0,3.0
cell_003,569,1.7937,89.25,23.6,1.0,3.0
cell_003,570,1.7666,87.91,23.6,1.0,3.0
cell_003,571,1.7942,89.28,23.6,1.0,3.0
cell_003,572,1.7664,87.9,23.6,1.0,3.0
cell_003,573,1.7412,86.64,23.6,1.0,3.0
cell_003,574,1.7936,89.25,23.6,1.0,3.0
cell_003,575,1.7983,89.48,23.6,1.0,3.0
cell_003,576,1.7396,86.56,23.6,1.0,3.0
cell_003,577,1.7813,88.63,23.6,1.0,3.0
cell_003,578,1.798,89.47,23.6,1.0,3.0
cell_003,579,1.7575,87.45,23.6,1.0,3.0
cell_003,580,1.7473,86.95,23.6,1.0,3.0
cell_003,581,1.7787,88.51,23.6,1.0,3.0
cell_003,582,1.7575,87.45,23.6,1.0,3.0
cell_003,583,1.7504,87.1,23.6,1.0,3.0
cell_003,584,1.744,86.78,23.6,1.0,3.0
cell_003,585,1.7654,87.84,23.6,1.0,3.0
cell_003,586,1.7739,88.27,23.6,1.0,3.0
cell_003,587,1.7855,88.85,23.6,1.0,3.0
cell_003,588,1.7465,86.91,23.6,1.0,3.0
cell_003,589,1.7837,88.76,23.6,1.0,3.0
cell_003,590,1.8073,89.93,23.6,1.0,3.0
cell_003,591,1.7859,88.86,23.6,1.0,3.0
cell_003,592,1.8078,89.96,23.6,1.0,3.0
cell_003,593,1.7897,89.05,23.6,1.0,3.0
cell_003,594,1.7793,88.54,23.6,1.0,3.0
cell_003,595,1.7547,87.31,23.6,1.0,3.0
cell_003,596,1.7981,89.47,23.6,1.0,3.0
cell_003,597,1.8047,89.8,23.6,1.0,3.0
cell_003,598,1.7415,86.66,23.6,1.0,3.0
cell_003,599,1.7794,88.54,23.6,1.0,3.0
cell_003,600,1.7892,89.03,23.6,1.0,3.0
cell_003,601,1.7985,89.49,23.6,1.0,3.0
cell_003,602,1.7721,88.18,23.6,1.0,3.0
cell_003,603,1.7457,86.87,23.6,1.0,3.0
cell_003,604,1.7633,87.74,23.6,1.0,3.0
cell_003,605,1.7564,87.4,23.6,1.0,3.0
cell_003,606,1.796,89.37,23.6,1.0,3.0
cell_003,607,1.7946,89.3,23.6,1.0,3.0
cell_003,608,1.7419,86.68,23.6,1.0,3.0
cell_003,609,1.7915,89.15,23.6,1.0,3.0
cell_003,610,1.7733,88.24,23.6,1.0,3.0
cell_003,611,1.7784,88.49,23.6,1.0,3.0
cell_003,612,1.7312,86.14,23.6,1.0,3.0
cell_003,613,1.7223,85.7,23.6,1.0,3.0
cell_003,614,1.7622,87.69,23.6,1.0,3.0
cell_003,615,1.7236,85.76,23.6,1.0,3.0
cell_003,616,1.7307,86.12,23.6,1.0,3.0
cell_003,617,1.7735,88.25,23.6,1.0,3.0
cell_003,618,1.7807,88.61,23.6,1.0,3.0
cell_003,619,1.7191,85.54,23.6,1.0,3.0
cell_003,620,1.7313,86.15,23.6,1.0,3.0
cell_003,621,1.7161,85.39,23.6,1.0,3.0
cell_003,622,1.744,86.78,23.6,1.0,3.0
cell_003,623,1.764,87.77,23.6,1.0,3.0
cell_003,624,1.7427,86.72,23.6,1.0,3.0
cell_003,625,1.7448,86.82,23.6,1.0,3.0
cell_003,626,1.7757,88.36,23.6,1.0,3.0
cell_003,627,1.7496,87.06,23.6,1.0,3.0
cell_003,628,1.7205,85.61,23.6,1.0,3.0
cell_003,629,1.7868,88.91,23.6,1.0,3.0
cell_003,630,1.7648,87.82,23.6,1.0,3.0
cell_003,631,1.7864,88.89,23.6,1.0,3.0
cell_003,632,1.7558,87.37,23.6,1.0,3.0
cell_003,633,1.7678,87.97,23.6,1.0,3.0
cell_003,634,1.7741,88.28,23.6,1.0,3.0
cell_003,635,1.7488,87.02,23.6,1.0,3.0
cell_003,636,1.7105,85.11,23.6,1.0,3.0
cell_003,637,1.7598,87.56,23.6,1.0,3.0
cell_003,638,1.7547,87.31,23.6,1.0,3.0
cell_003,639,1.7116,85.17,23.6,1.0,3.0
cell_003,640,1.749,87.03,23.6,1.0,3.0
cell_003,641,1.7552,87.34,23.6,1.0,3.0
cell_003,642,1.7219,85.68,23.6,1.0,3.0
cell_003,643,1.7511,87.13,23.6,1.0,3.0
cell_003,644,1.7456,86.86,23.6,1.0,3.0
cell_003,645,1.7761,88.38,23.6,1.0,3.0
cell_003,646,1.7034,84.76,23.6,1.0,3.0
cell_003,647,1.7304,86.1,23.6,1.0,3.0
cell_003,648,1.7538,87.27,23.6,1.0,3.0
cell_003,649,1.7757,88.36,23.6,1.0,3.0
cell_003,650,1.7157,85.37,23.6,1.0,3.0
cell_003,651,1.7262,85.89,23.6,1.0,3.0
cell_003,652,1.7684,88.0,23.6,1.0,3.0
cell_003,653,1.708,84.99,23.6,1.0,3.0
cell_003,654,1.7786,88.5,23.6,1.0,3.0
cell_003,655,1.7135,85.26,23.6,1.0,3.0
cell_003,656,1.7095,85.06,23.6,1.0,3.0
cell_003,657,1.7669,87.92,23.6,1.0,3.0
cell_003,658,1.7513,87.15,23.6,1.0,3.0
cell_003,659,1.7345,86.31,23.6,1.0,3.0
cell_003,660,1.7255,85.86,23.6,1.0,3.0
cell_003,661,1.73,86.09,23.6,1.0,3.0
cell_003,662,1.7345,86.31,23.6,1.0,3.0
cell_003,663,1.7489,87.02,23.6,1.0,3.0
cell_003,664,1.7687,88.01,23.6,1.0,3.0
cell_003,665,1.7621,87.68,23.6,1.0,3.0
cell_003,666,1.6946,84.32,23.6,1.0,3.0
cell_003,667,1.7539,87.27,23.6,1.0,3.0
cell_003,668,1.7125,85.21,23.6,1.0,3.0
cell_003,669,1.7438,86.77,23.6,1.0,3.0
cell_003,670,1.7228,85.73,23.6,1.0,3.0
cell_003,671,1.7459,86.88,23.6,1.0,3.0
cell_003,672,1.7375,86.46,23.6,1.0,3.0
cell_003,673,1.7684,87.99,23.6,1.0,3.0
cell_003,674,1.768,87.97,23.6,1.0,3.0
cell_003,675,1.7063,84.9,23.6,1.0,3.0
cell_003,676,1.693,84.24,23.6,1.0,3.0
cell_003,677,1.7638,87.77,23.6,1.0,3.0
cell_003,678,1.7641,87.78,23.6,1.0,3.0
cell_003,679,1.7658,87.87,23.6,1.0,3.0
cell_003,680,1.7609,87.62,23.6,1.0,3.0
cell_003,681,1.7448,86.82,23.6,1.0,3.0
cell_003,682,1.7291,86.04,23.6,1.0,3.0
cell_003,683,1.7042,84.8,23.6,1.0,3.0
cell_003,684,1.7218,85.67,23.6,1.0,3.0
cell_003,685,1.7329,86.23,23.6,1.0,3.0
cell_003,686,1.701,84.64,23.6,1.0,3.0
cell_003,687,1.7305,86.11,23.6,1.0,3.0
cell_003,688,1.6869,83.94,23.6,1.0,3.0
cell_003,689,1.7002,84.6,23.6,1.0,3.0
cell_003,690,1.7116,85.17,23.6,1.0,3.0
cell_003,691,1.7564,87.4,23.6,1.0,3.0
cell_003,692,1.7397,86.57,23.6,1.0,3.0
cell_003,693,1.692,84.19,23.6,1.0,3.0
cell_003,694,1.6992,84.55,23.6,1.0,3.0
cell_003,695,1.7011,84.65,23.6,1.0,3.0
cell_003,696,1.7353,86.35,23.6,1.0,3.0
cell_003,697,1.7008,84.63,23.6,1.0,3.0
cell_003,698,1.6977,84.48,23.6,1.0,3.0
cell_003,699,1.7497,87.06,23.6,1.0,3.0
cell_003,700,1.6889,84.04,23.6,1.0,3.0
cell_003,701,1.7282,85.99,23.6,1.0,3.0
cell_003,702,1.7073,84.95,23.6,1.0,3.0
cell_003,703,1.7278,85.97,23.6,1.0,3.0
cell_003,704,1.7533,87.24,23.6,1.0,3.0
cell_003,705,1.6964,84.41,23.6,1.0,3.0
cell_003,706,1.7543,87.29,23.6,1.0,3.0
cell_003,707,1.7278,85.97,23.6,1.0,3.0
cell_003,708,1.6992,84.55,23.6,1.0,3.0
cell_003,709,1.688,83.99,23.6,1.0,3.0
cell_003,710,1.7516,87.16,23.6,1.0,3.0
cell_003,711,1.6746,83.33,23.6,1.0,3.0
cell_003,712,1.6886,84.03,23.6,1.0,3.0
cell_003,713,1.7426,86.71,23.6,1.0,3.0
cell_003,714,1.7201,85.59,23.6,1.0,3.0
cell_003,715,1.7246,85.82,23.6,1.0,3.0
cell_003,716,1.7351,86.34,23.6,1.0,3.0
cell_003,717,1.7204,85.61,23.6,1.0,3.0
cell_003,718,1.7133,85.26,23.6,1.0,3.0
cell_003,719,1.7015,84.66,23.6,1.0,3.0
cell_003,720,1.6962,84.4,23.6,1.0,3.0
cell_003,721,1.7482,86.99,23.6,1.0,3.0
cell_003,722,1.6706,83.13,23.6,1.0,3.0
cell_003,723,1.6685,83.02,23.6,1.0,3.0
cell_003,724,1.7419,86.68,23.6,1.0,3.0
cell_003,725,1.7437,86.77,23.6,1.0,3.0
cell_003,726,1.6829,83.74,23.6,1.0,3.0
cell_003,727,1.7059,84.89,23.6,1.0,3.0
cell_003,728,1.7174,85.46,23.6,1.0,3.0
cell_003,729,1.7158,85.38,23.6,1.0,3.0
cell_003,730,1.7058,84.88,23.6,1.0,3.0
cell_003,731,1.7263,85.9,23.6,1.0,3.0
cell_003,732,1.7274,85.96,23.6,1.0,3.0
cell_003,733,1.742,86.68,23.6,1.0,3.0
cell_003,734,1.6941,84.3,23.6,1.0,3.0
cell_003,735,1.691,84.14,23.6,1.0,3.0
cell_003,736,1.7378,86.47,23.6,1.0,3.0
cell_003,737,1.7009,84.64,23.6,1.0,3.0
cell_003,738,1.6665,82.93,23.6,1.0,3.0
cell_003,739,1.6643,82.82,23.6,1.0,3.0
cell_003,740,1.7216,85.66,23.6,1.0,3.0
cell_003,741,1.6764,83.42,23.6,1.0,3.0
cell_003,742,1.7368,86.42,23.6,1.0,3.0
cell_003,743,1.6874,83.96,23.6,1.0,3.0
cell_003,744,1.7077,84.98,23.6,1.0,3.0
cell_003,745,1.7018,84.68,23.6,1.0,3.0
cell_003,746,1.7047,84.83,23.6,1.0,3.0
cell_003,747,1.7015,84.67,23.6,1.0,3.0
cell_003,748,1.6578,82.49,23.6,1.0,3.0
cell_003,749,1.6748,83.34,23.6,1.0,3.0
cell_003,750,1.7118,85.18,23.6,1.0,3.0
cell_003,751,1.6923,84.21,23.6,1.0,3.0
cell_003,752,1.6863,83.91,23.6,1.0,3.0
cell_003,753,1.6756,83.38,23.6,1.0,3.0
cell_003,754,1.7258,85.88,23.6,1.0,3.0
cell_003,755,1.6845,83.82,23.6,1.0,3.0
cell_003,756,1.6723,83.21,23.6,1.0,3.0
cell_003,757,1.6745,83.32,23.6,1.0,3.0
cell_003,758,1.6778,83.48,23.6,1.0,3.0
cell_003,759,1.6533,82.27,23.6,1.0,3.0
cell_003,760,1.6993,84.56,23.6,1.0,3.0
cell_003,761,1.6659,82.89,23.6,1.0,3.0
cell_003,762,1.7224,85.71,23.6,1.0,3.0
cell_003,763,1.6578,82.49,23.6,1.0,3.0
cell_003,764,1.7127,85.22,23.6,1.0,3.0
cell_003,765,1.6528,82.25,23.6,1.0,3.0
cell_003,766,1.7129,85.23,23.6,1.0,3.0
cell_003,767,1.7001,84.59,23.6,1.0,3.0
cell_003,768,1.6756,83.38,23.6,1.0,3.0
cell_003,769,1.7176,85.47,23.6,1.0,3.0
cell_003,770,1.7095,85.06,23.6,1.0,3.0
cell_003,771,1.7047,84.82,23.6,1.0,3.0
cell_003,772,1.7105,85.11,23.6,1.0,3.0
cell_003,773,1.6705,83.13,23.6,1.0,3.0
cell_003,774,1.691,84.14,23.6,1.0,3.0
cell_003,775,1.6446,81.83,23.6,1.0,3.0
cell_003,776,1.7125,85.21,23.6,1.0,3.0
cell_003,777,1.707,84.94,23.6,1.0,3.0
cell_003,778,1.673,83.25,23.6,1.0,3.0
cell_003,779,1.7192,85.55,23.6,1.0,3.0
cell_003,780,1.6525,82.23,23.6,1.0,3.0
cell_003,781,1.6506,82.13,23.6,1.0,3.0
cell_003,782,1.7024,84.71,23.6,1.0,3.0
cell_003,783,1.6839,83.79,23.6,1.0,3.0
cell_003,784,1.7037,84.78,23.6,1.0,3.0
cell_003,785,1.6916,84.17,23.6,1.0,3.0
cell_003,786,1.6557,82.39,23.6,1.0,3.0
cell_003,787,1.6889,84.04,23.6,1.0,3.0
cell_003,788,1.7152,85.35,23.6,1.0,3.0
cell_003,789,1.6891,84.05,23.6,1.0,3.0
cell_003,790,1.6782,83.51,23.6,1.0,3.0
cell_003,791,1.6526,82.23,23.6,1.0,3.0
cell_003,792,1.6829,83.74,23.6,1.0,3.0
cell_003,793,1.6789,83.54,23.6,1.0,3.0
cell_003,794,1.6492,82.07,23.6,1.0,3.0
cell_003,795,1.641,81.66,23.6,1.0,3.0
cell_003,796,1.6843,83.81,23.6,1.0,3.0
cell_003,797,1.6839,83.79,23.6,1.0,3.0
cell_003,798,1.6675,82.97,23.6,1.0,3.0
cell_003,799,1.6877,83.98,23.6,1.0,3.0
cell_003,800,1.6702,83.11,23.6,1.0,3.0
cell_004,1,1.9643,99.67,20.9,1.5,2.0
cell_004,2,1.9554,99.22,20.9,1.5,2.0
cell_004,3,1.9871,100.83,20.9,1.5,2.0
cell_004,4,2.0035,101.66,20.9,1.5,2.0
cell_004,5,1.9661,99.76,20.9,1.5,2.0
cell_004,6,1.9389,98.38,20.9,1.5,2.0
cell_004,7,1.9325,98.06,20.9,1.5,2.0
cell_004,8,1.9502,98.96,20.9,1.5,2.0
cell_004,9,1.9357,98.22,20.9,1.5,2.0
cell_004,10,1.9911,101.03,20.9,1.5,2.0
cell_004,11,1.9929,101.12,20.9,1.5,2.0
cell_004,12,1.9992,101.44,20.9,1.5,2.0
cell_004,13,1.9311,97.99,20.9,1.5,2.0
cell_004,14,1.9792,100.43,20.9,1.5,2.0
cell_004,15,1.9831,100.63,20.9,1.5,2.0
cell_004,16,1.9863,100.79,20.9,1.5,2.0
cell_004,17,1.9848,100.71,20.9,1.5,2.0
cell_004,18,1.9991,101.44,20.9,1.5,2.0
cell_004,19,1.9745,100.19,20.9,1.5,2.0
cell_004,20,1.9662,99.77,20.9,1.5,2.0
cell_004,21,1.9738,100.15,20.9,1.5,2.0
cell_004,22,1.927,97.78,20.9,1.5,2.0
cell_004,23,1.9252,97.69,20.9,1.5,2.0
cell_004,24,1.9806,100.5,20.9,1.5,2.0
cell_004,25,1.9337,98.12,20.9,1.5,2.0
cell_004,26,1.9585,99.38,20.9,1.5,2.0
cell_004,27,1.9625,99.58,20.9,1.5,2.0
cell_004,28,1.9335,98.11,20.9,1.5,2.0
cell_004,29,1.9541,99.16,20.9,1.5,2.0
cell_004,30,1.9999,101.48,20.9,1.5,2.0
cell_004,31,1.9224,97.55,20.9,1.5,2.0
cell_004,32,1.9271,97.79,20.9,1.5,2.0
cell_004,33,1.9956,101.26,20.9,1.5,2.0
cell_004,34,1.9222,97.54,20.9,1.5,2.0
cell_004,35,1.9901,100.98,20.9,1.5,2.0
cell_004,36,1.9791,100.42,20.9,1.5,2.0
cell_004,37,1.9556,99.23,20.9,1.5,2.0
cell_004,38,1.9798,100.46,20.9,1.5,2.0
cell_004,39,1.9796,100.45,20.9,1.5,2.0
cell_004,40,1.9417,98.52,20.9,1.5,2.0
cell_004,41,1.9867,100.81,20.9,1.5,2.0
cell_004,42,1.9716,100.04,20.9,1.5,2.0
cell_004,43,1.9328,98.07,20.9,1.5,2.0
cell_004,44,1.9711,100.02,20.9,1.5,2.0
cell_004,45,1.9396,98.42,20.9,1.5,2.0
cell_004,46,1.9328,98.07,20.9,1.5,2.0
cell_004,47,1.964,99.66,20.9,1.5,2.0
cell_004,48,1.993,101.13,20.9,1.5,2.0
cell_004,49,1.9905,101.0,20.9,1.5,2.0
cell_004,50,1.9808,100.51,20.9,1.5,2.0
cell_004,51,1.9283,97.85,20.9,1.5,2.0
cell_004,52,1.9221,97.53,20.9,1.5,2.0
cell_004,53,1.9346,98.16,20.9,1.5,2.0
cell_004,54,1.9699,99.95,20.9,1.5,2.0
cell_004,55,1.9155,97.2,20.9,1.5,2.0
cell_004,56,1.978,100.37,20.9,1.5,2.0
cell_004,57,1.9368,98.28,20.9,1.5,2.0
cell_004,58,1.9688,99.9,20.9,1.5,2.0
